6.104501353466858E-4	0.015980878416838304	Africa
0.0012150281353448121	-0.006485090183162185	America
-0.008927554664654608	-1.426726000002017E-4	Antarctica
0.004085610135345905	0.005176608816838532	Asia
-0.006860980664654529	-0.0014468978831615731	Austrailia
0.013604731535345912	0.0012752481168380957	Europe
0.006360231435345599	3.3156871683844035E-4	Arctic
0.0075853262353453065	-0.001723003383161483	Atlantic
-0.014108017564654662	7.674171168384704E-4	Indian
-0.0079904257646541	-9.498273831612953E-4	Pacific
